,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
"324,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,791,25, ,C6,""127 WEST 15TH STREET, 2R"", ,10011,0,0,0, -  , -  ,1911,2,C6,735000,2017-06-05 00:00:00"
"325,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,791,71, ,C6,""148 WEST 16TH   STREET, 1"", ,10011,0,0,0, -  , -  ,1920,2,C6,1500000,2017-01-17 00:00:00"
"326,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,791,71, ,C6,""148 WEST 16TH STREET, 8"", ,10011,0,0,0, -  , -  ,1920,2,C6,880000,2017-06-30 00:00:00"
"327,1,CHELSEA,09 COOPS - WALKUP APARTMENTS               ,2C,800,21, ,C6,""133 W 24TH ST, 4"", ,10011,0,0,0, -  , -  ,1910,2,C6,2450000,2017-04-13 00:00:00"
"328,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 16C"", ,10011,0,0,0, -  , -  ,2003,2,D4,732500,2016-09-29 00:00:00"
"329,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 14D"", ,10011,0,0,0, -  , -  ,2003,2,D4,518000,2016-10-28 00:00:00"
"330,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 8C"", ,10011,0,0,0, -  , -  ,2003,2,D4,1215000,2016-11-16 00:00:00"
"331,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 3F"", ,10011,0,0,0, -  , -  ,2003,2,D4,775000,2016-12-13 00:00:00"
"332,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 4G"", ,10011,0,0,0, -  , -  ,2003,2,D4,800000,2017-02-17 00:00:00"
"333,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD   STREET, 10H"", ,10011,0,0,0, -  , -  ,2003,2,D4,900000,2017-05-23 00:00:00"
"334,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 6H"", ,10011,0,0,0, -  , -  ,2003,2,D4,850000,2017-06-22 00:00:00"
"335,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD, 14C"", ,10011,0,0,0, -  , -  ,2003,2,D4,735000,2017-07-13 00:00:00"
"336,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD STREET, 12A"", ,10011,0,0,0, -  , -  ,2003,2,D4,655000,2017-07-14 00:00:00"
"337,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,694,42, ,D4,""520 WEST 23RD   STREET, 6-C"", ,10011,0,0,0, -  , -  ,2003,2,D4,1080000,2017-07-18 00:00:00"
"338,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,717,9, ,D4,""453 WEST 19TH STREET, 2A"", ,10011,0,0,0, -  , -  ,1983,2,D4,790000,2017-01-26 00:00:00"
"339,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,720,47, ,D4,""400 WEST 23RD STREET, 2J"", ,10011,0,0,0, -  , -  ,1920,2,D4,639000,2017-01-19 00:00:00"
"340,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,720,47, ,D4,""400 WEST 23RD STREET, 4L"", ,10011,0,0,0, -  , -  ,1920,2,D4,875000,2017-04-28 00:00:00"
"341,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,720,49, ,D4,""410 WEST 23RD STREET, 5G"", ,10011,0,0,0, -  , -  ,1920,2,D4,452000,2016-12-28 00:00:00"
"342,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2C,720,60, ,D4,""426 WEST 23RD   STREET, 4F"", ,10011,0,0,0, -  , -  ,1900,2,D4,932500,2016-11-03 00:00:00"
"343,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2C,720,60, ,D4,""426 WEST 23RD STREET, 1F"", ,10011,0,0,0, -  , -  ,1900,2,D4,980000,2017-05-17 00:00:00"
"344,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,722,18, ,D4,""433 WEST 24TH STREET, 5C"", ,10011,0,0,0, -  , -  ,1920,2,D4,701574,2017-04-28 00:00:00"
"345,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,722,18, ,D4,""433 WEST 24TH STREET, 1F"", ,10011,0,0,0, -  , -  ,1920,2,D4,1200000,2017-08-24 00:00:00"
"346,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,738,18, ,D4,""331 WEST 14TH STREET, 7A"", ,10014,0,0,0, -  , -  ,1900,2,D4,875000,2017-05-02 00:00:00"
"347,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,738,18, ,D4,""331 WEST 14TH STREET, 4AB"", ,10014,0,0,0, -  , -  ,1900,2,D4,979000,2017-06-27 00:00:00"
"348,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,740,19, ,D0,""325 WEST 16TH STREET, 4W"", ,10011,0,0,0, -  , -  ,1902,2,D0,1350000,2016-11-21 00:00:00"
"349,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,742,22, ,D4,""319 WEST 18TH STREET, 2I"", ,10011,0,0,0, -  , -  ,1928,2,D4,635000,2017-08-17 00:00:00"
"350,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,742,49, ,D4,""320 WEST 19TH STREET, 4F"", ,10011,0,0,0, -  , -  ,1900,2,D4,750000,2017-08-14 00:00:00"
"351,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,744,1, ,D4,""365 WEST 20TH STREET, 15E"", ,10011,0,0,0, -  , -  ,1928,2,D4,995000,2016-10-17 00:00:00"
"352,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,744,1, ,D4,""365 WEST 20TH STREET, 5A"", ,10011,0,0,0, -  , -  ,1928,2,D4,661862,2016-11-04 00:00:00"
"353,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,744,1, ,D4,""365 WEST 20TH STREET, 2B"", ,10011,0,0,0, -  , -  ,1928,2,D4,835000,2017-03-07 00:00:00"
"354,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,744,1, ,D4,""365 WEST 20TH STREET, 16E"", ,10011,0,0,0, -  , -  ,1928,2,D4,1017000,2017-05-01 00:00:00"
"355,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,747,28, ,D4,""315 WEST 23RD STREET, 11D"", ,10011,0,0,0, -  , -  ,1926,2,D4, -  ,2017-03-06 00:00:00"
"356,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,747,28, ,D4,""315 WEST 23RD STREET, 6F"", ,10011,0,0,0, -  , -  ,1926,2,D4,1495000,2017-07-10 00:00:00"
"357,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""321 WEST 24TH STREET, 8H"", ,10011,0,0,0, -  , -  ,1963,2,D4,113692,2016-12-28 00:00:00"
"358,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""321 WEST 24TH STREET, 1C"", ,10011,0,0,0, -  , -  ,1963,2,D4,101164,2016-10-14 00:00:00"
"359,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""321 WEST 24TH STREET, 3G"", ,10011,0,0,0, -  , -  ,1963,2,D4,86231,2016-09-01 00:00:00"
"360,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""341 WEST 24TH STREET, 19D"", ,10011,0,0,0, -  , -  ,1963,2,D4,72260,2016-10-17 00:00:00"
"361,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""321 WEST 24TH STREET, 12A"", ,10011,0,0,0, -  , -  ,1963,2,D4,103640,2017-02-15 00:00:00"
"362,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""351 WEST 24TH STREET, 15G"", ,10011,0,0,0, -  , -  ,1963,2,D4,88332,2016-12-15 00:00:00"
"363,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""341 WEST 24TH STREET, 12A"", ,10011,0,0,0, -  , -  ,1963,2,D4,101726,2016-11-15 00:00:00"
"364,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""311 WEST 24TH STREET, 10F"", ,10011,0,0,0, -  , -  ,1963,2,D4,116447,2016-11-01 00:00:00"
"365,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,748,1, ,D4,""311 WEST 24TH STREET, 2G"", ,10011,0,0,0, -  , -  ,1963,2,D4,87346,2016-09-15 00:00:00"
"366,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,749,1, ,D4,""365 WEST 25TH STREET, 1E"", ,10001,0,0,0, -  , -  ,1963,2,D4,86712,2016-10-01 00:00:00"
"367,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,749,1, ,D4,""365 WEST 25TH STREET, 15E"", ,10001,0,0,0, -  , -  ,1963,2,D4,87346,2016-11-15 00:00:00"
"368,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,749,24, ,D4,""315 8TH AVENUE, 5J"", ,10001,0,0,0, -  , -  ,1963,2,D4,144521,2016-10-17 00:00:00"
"369,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,749,24, ,D4,""315 8TH AVENUE, 9A"", ,10001,0,0,0, -  , -  ,1963,2,D4,137150,2016-11-21 00:00:00"
"370,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""290 9TH AVENUE, 21F"", ,10001,0,0,0, -  , -  ,1960,2,D4,118280,2016-12-01 00:00:00"
"371,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""290 9TH AVENUE, 3G"", ,10001,0,0,0, -  , -  ,1960,2,D4,86712,2016-09-01 00:00:00"
"372,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""340 WEST 28TH STREET, 10H"", ,10001,0,0,0, -  , -  ,1960,2,D4,114975,2016-09-15 00:00:00"
"373,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""290 9TH AVENUE, 14B"", ,10001,0,0,0, -  , -  ,1960,2,D4,129347,2016-09-01 00:00:00"
"374,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""330 WEST 28TH STREET, 21A"", ,10001,0,0,0, -  , -  ,1960,2,D4,100603,2016-09-15 00:00:00"
"375,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""280 9TH AVENUE, 13E"", ,10001,0,0,0, -  , -  ,1960,2,D4,72260,2016-10-24 00:00:00"
"376,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""355 8TH AVENUE, 3C"", ,10001,0,0,0, -  , -  ,1960,2,D4,101726,2016-11-15 00:00:00"
"377,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,751,1, ,D4,""345 8TH AVENUE, 16G"", ,10001,0,0,0, -  , -  ,1960,2,D4,87346,2016-11-11 00:00:00"
"378,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,752,1, ,D4,""365 WEST 28TH STREET, 11D"", ,10001,0,0,0, -  , -  ,1963,2,D4,86231,2016-09-01 00:00:00"
"379,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,764,62, ,D4,""250 WEST 15TH STREET, 6E"", ,10011,0,0,0, -  , -  ,1930,2,D4,655000,2016-12-16 00:00:00"
"380,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,764,62, ,D4,""250 WEST 15TH STREET, I"", ,10011,0,0,0, -  , -  ,1930,2,D4,785000,2017-08-17 00:00:00"
"381,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,765,70, ,D4,""250 WEST 16TH STREET, 4D"", ,10011,0,0,0, -  , -  ,1930,2,D4,915000,2017-02-02 00:00:00"
"382,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,765,70, ,D4,""250 WEST 16TH STREET, 3D"", ,10011,0,0,0, -  , -  ,1930,2,D4,849000,2016-12-15 00:00:00"
"383,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,765,70, ,D4,""250 WEST 16TH STREET, 5A"", ,10011,0,0,0, -  , -  ,1930,2,D4,300000,2017-07-26 00:00:00"
"384,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,766,9, ,D4,""253 WEST 16TH   STREET, 3E"", ,10011,0,0,0, -  , -  ,1930,2,D4,495846,2017-02-09 00:00:00"
"385,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,766,39, ,D4,""201 WEST 16TH STREET, 10-A"", ,10011,0,0,0, -  , -  ,1930,2,D4, -  ,2016-12-01 00:00:00"
"386,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,766,39, ,D4,""201 WEST 16TH STREET, 9B"", ,10011,0,0,0, -  , -  ,1930,2,D4,1225000,2017-06-05 00:00:00"
"387,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,766,39, ,D4,""201 WEST 16TH STREET, 17A"", ,10011,0,0,0, -  , -  ,1930,2,D4, -  ,2017-06-28 00:00:00"
"388,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,48, ,D4,""210 WEST 21ST STREET, 4RW"", ,10011,0,0,0, -  , -  ,1902,2,D4,1115000,2016-10-20 00:00:00"
"389,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,48, ,D4,""210 WEST 21ST STREET, 6FE"", ,10011,0,0,0, -  , -  ,1902,2,D4,1260000,2017-05-17 00:00:00"
"390,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,48, ,D4,""210 WEST 21ST STREET, 7RW"", ,10011,0,0,0, -  , -  ,1902,2,D4,1195000,2017-06-12 00:00:00"
"391,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,48, ,D4,""210 WEST 21ST STREET, 3RW"", ,10011,0,0,0, -  , -  ,1902,2,D4,1075000,2017-07-25 00:00:00"
"392,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 42"", ,10011,0,0,0, -  , -  ,1913,2,D4,267701,2016-09-27 00:00:00"
"393,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 71"", ,10011,0,0,0, -  , -  ,1913,2,D4,284101,2016-09-27 00:00:00"
"394,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 3"", ,10011,0,0,0, -  , -  ,1913,2,D4,207564,2016-09-27 00:00:00"
"395,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 51"", ,10011,0,0,0, -  , -  ,1913,2,D4,289568,2016-09-27 00:00:00"
"396,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 63"", ,10011,0,0,0, -  , -  ,1913,2,D4,218498,2016-09-27 00:00:00"
"397,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,770,59, ,D4,""234 WEST 21ST STREET, 62"", ,10011,0,0,0, -  , -  ,1913,2,D4,207564,2016-09-27 00:00:00"
"398,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,23, ,D4,""223 WEST 21ST STREET, 3K"", ,10011,0,0,0, -  , -  ,1889,2,D4,500000,2017-06-12 00:00:00"
"399,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,28, ,D4,""221 WEST 21ST STREET, 3C"", ,10011,0,0,0, -  , -  ,1920,2,D4,670000,2017-03-15 00:00:00"
"400,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 11A"", ,10011,0,0,0, -  , -  ,1963,2,D4,530000,2016-09-07 00:00:00"
"401,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 15E"", ,10011,0,0,0, -  , -  ,1963,2,D4,460000,2016-09-16 00:00:00"
"402,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 8C"", ,10011,0,0,0, -  , -  ,1963,2,D4,605000,2016-11-30 00:00:00"
"403,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 12J"", ,10011,0,0,0, -  , -  ,1963,2,D4,677500,2017-01-25 00:00:00"
"404,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 11K"", ,10011,0,0,0, -  , -  ,1963,2,D4,425000,2017-03-29 00:00:00"
"405,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 6B"", ,10011,0,0,0, -  , -  ,1963,2,D4,590000,2017-04-27 00:00:00"
"406,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 14E"", ,10011,0,0,0, -  , -  ,1963,2,D4,475000,2017-06-26 00:00:00"
"407,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,38, ,D4,""201 WEST 21ST STREET, 4D"", ,10011,0,0,0, -  , -  ,1963,2,D4,469000,2017-07-18 00:00:00"
"408,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,65, ,D4,""250 WEST 22ND ST, 5C"", ,10011,0,0,0, -  , -  ,1920,2,D4,880000,2017-02-06 00:00:00"
"409,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,771,65, ,D4,""250 WEST 22ND STREET, 5A"", ,10011,0,0,0, -  , -  ,1920,2,D4, -  ,2016-12-01 00:00:00"
"410,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,772,69, ,D4,""244 WEST 23RD, 5C"", ,10011,0,0,0, -  , -  ,1900,2,D4,2000000,2017-06-20 00:00:00"
"411,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD STREET, 4BE"", ,10011,0,0,0, -  , -  ,1940,2,D4,1090000,2016-10-18 00:00:00"
"412,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""250 WEST 24TH, 2BE"", ,10011,0,0,0, -  , -  ,1940,2,D4,945000,2016-12-22 00:00:00"
"413,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD STREET, 4FE"", ,10011,0,0,0, -  , -  ,1940,2,D4,592500,2017-02-16 00:00:00"
"414,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""250 WEST 24TH STREET, 3DW"", ,10011,0,0,0, -  , -  ,1940,2,D4,653000,2017-03-06 00:00:00"
"415,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD STREET, 5CE"", ,10011,0,0,0, -  , -  ,1940,2,D4,1250000,2017-03-07 00:00:00"
"416,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD STREET, 6BW"", ,10011,0,0,0, -  , -  ,1940,2,D4,1075000,2017-05-01 00:00:00"
"417,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""250 WEST 24TH STREET, 5AW"", ,10011,0,0,0, -  , -  ,1940,2,D4,590000,2017-05-12 00:00:00"
"418,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD ST, 5HW"", ,10011,0,0,0, -  , -  ,1940,2,D4,1535000,2017-07-27 00:00:00"
"419,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""250 WEST 24TH STREET, 5BW"", ,10011,0,0,0, -  , -  ,1940,2,D4,975000,2017-08-07 00:00:00"
"420,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,12, ,D4,""255 WEST 23RD, 4HE"", ,10011,0,0,0, -  , -  ,1940,2,D4, -  ,2017-07-19 00:00:00"
"421,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,22, ,D0,""241 WEST 23RD STREET, 6B"", ,10011,0,0,0, -  , -  ,1898,2,D0,1950000,2017-06-19 00:00:00"
"422,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,773,22, ,D0,""241 WEST 23 STREET, 2"", ,10011,0,0,0, -  , -  ,1898,2,D0,3850000,2017-06-20 00:00:00"
"423,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,775,22, ,D4,""225 WEST 25TH STREET, 5G"", ,10001,0,0,0, -  , -  ,1939,2,D4,905000,2016-09-09 00:00:00"
"424,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,775,22, ,D4,""225 WEST 25TH STREET, 6L"", ,10001,0,0,0, -  , -  ,1939,2,D4,900000,2016-11-09 00:00:00"
"425,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,775,22, ,D4,""225 WEST 25TH STREET, 6A"", ,10001,0,0,0, -  , -  ,1939,2,D4,890000,2017-05-04 00:00:00"
"426,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,775,22, ,D4,""225 WEST 25TH STREET, 4B"", ,10001,0,0,0, -  , -  ,1939,2,D4,520000,2017-05-02 00:00:00"
"427,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,775,22, ,D4,""225 WEST 25TH STREET, 5C"", ,10001,0,0,0, -  , -  ,1939,2,D4,810000,2017-06-06 00:00:00"
"428,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,776,17, ,D4,""233 WEST 26, 1E"", ,10001,0,0,0, -  , -  ,1926,2,D4,1600000,2016-11-15 00:00:00"
"429,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,776,17, ,D4,""233 WEST 26TH STREET, 2W"", ,10001,0,0,0, -  , -  ,1926,2,D4,2495000,2016-12-01 00:00:00"
"430,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,776,17, ,D4,""233 WEST 26TH STREET, 8E"", ,10001,0,0,0, -  , -  ,1926,2,D4,3051000,2017-06-13 00:00:00"
"431,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 11F"", ,10011,0,0,0, -  , -  ,1963,2,D4,1700000,2016-10-07 00:00:00"
"432,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 19E"", ,10011,0,0,0, -  , -  ,1963,2,D4,1650000,2016-10-26 00:00:00"
"433,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 7TH AVENUE, 11J"", ,10011,0,0,0, -  , -  ,1963,2,D4,867500,2016-12-13 00:00:00"
"434,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 20A"", ,10011,0,0,0, -  , -  ,1963,2,D4,737500,2017-01-30 00:00:00"
"435,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVE, 8U"", ,10011,0,0,0, -  , -  ,1963,2,D4,540000,2017-02-01 00:00:00"
"436,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 3P"", ,10011,0,0,0, -  , -  ,1963,2,D4,1111000,2017-02-10 00:00:00"
437,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,77 7TH AVE, ,10011,0,0,0, -  , -  ,1963,2,D4,981000,2017-03-20 00:00:00
"438,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 12D"", ,10011,0,0,0, -  , -  ,1963,2,D4,1650000,2017-03-27 00:00:00"
"439,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 11M"", ,10011,0,0,0, -  , -  ,1963,2,D4,1950000,2017-03-28 00:00:00"
"440,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 15U"", ,10011,0,0,0, -  , -  ,1963,2,D4, -  ,2017-04-10 00:00:00"
441,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,77 7TH AVE, ,10011,0,0,0, -  , -  ,1963,2,D4,1390000,2017-04-20 00:00:00
"442,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 10C"", ,10011,0,0,0, -  , -  ,1963,2,D4,630000,2017-04-24 00:00:00"
"443,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 7TH AVENUE, 12G"", ,10011,0,0,0, -  , -  ,1963,2,D4, -  ,2017-04-14 00:00:00"
"444,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVE., 7E"", ,10011,0,0,0, -  , -  ,1963,2,D4, -  ,2017-05-23 00:00:00"
"445,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 19H"", ,10011,0,0,0, -  , -  ,1963,2,D4, -  ,2017-05-24 00:00:00"
"446,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 18B"", ,10011,0,0,0, -  , -  ,1963,2,D4,708000,2017-06-26 00:00:00"
"447,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 12C"", ,10011,0,0,0, -  , -  ,1963,2,D4,865000,2017-07-12 00:00:00"
"448,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 7TH AVENUE, 11S"", ,10011,0,0,0, -  , -  ,1963,2,D4, -  ,2017-07-20 00:00:00"
"449,1,CHELSEA,10 COOPS - ELEVATOR APARTMENTS             ,2,790,1, ,D4,""77 SEVENTH AVENUE, 18S"", ,10011,0,0,0, -  , -  ,1963,2,D4,1275000,2016-12-08 00:00:00"
